starttime	seconds	ctime	dtime	ttime	wait
Fri May 31 14:50:42 2024	1717147242	0	157	157	157
Fri May 31 14:50:46 2024	1717147246	0	158	158	158
Fri May 31 14:50:42 2024	1717147242	0	159	159	157
Fri May 31 14:50:46 2024	1717147246	0	159	159	159
Fri May 31 14:50:47 2024	1717147247	1	159	160	158
Fri May 31 14:50:42 2024	1717147242	0	160	160	160
Fri May 31 14:50:47 2024	1717147247	0	160	160	160
Fri May 31 14:50:45 2024	1717147245	0	161	161	161
Fri May 31 14:50:43 2024	1717147243	0	161	161	161
Fri May 31 14:50:47 2024	1717147247	0	162	162	162
Fri May 31 14:50:42 2024	1717147242	0	162	162	162
Fri May 31 14:50:45 2024	1717147245	0	163	163	162
Fri May 31 14:50:47 2024	1717147247	0	163	163	162
Fri May 31 14:50:41 2024	1717147241	0	163	163	163
Fri May 31 14:50:42 2024	1717147242	0	163	163	163
Fri May 31 14:50:39 2024	1717147239	0	163	163	163
Fri May 31 14:50:44 2024	1717147244	0	163	164	163
Fri May 31 14:50:41 2024	1717147241	0	164	164	163
Fri May 31 14:50:42 2024	1717147242	0	164	164	164
Fri May 31 14:50:46 2024	1717147246	0	164	164	152
Fri May 31 14:50:42 2024	1717147242	0	164	164	164
Fri May 31 14:50:44 2024	1717147244	0	165	165	165
Fri May 31 14:50:47 2024	1717147247	0	165	165	165
Fri May 31 14:50:41 2024	1717147241	0	166	166	165
Fri May 31 14:50:45 2024	1717147245	0	168	168	167
Fri May 31 14:50:44 2024	1717147244	0	168	168	167
Fri May 31 14:50:41 2024	1717147241	0	168	168	167
Fri May 31 14:50:41 2024	1717147241	0	169	169	133
Fri May 31 14:50:40 2024	1717147240	0	169	169	168
Fri May 31 14:50:43 2024	1717147243	0	169	169	168
Fri May 31 14:50:47 2024	1717147247	1	168	170	168
Fri May 31 14:50:47 2024	1717147247	0	170	170	169
Fri May 31 14:50:45 2024	1717147245	0	170	170	170
Fri May 31 14:50:41 2024	1717147241	0	171	171	170
Fri May 31 14:50:45 2024	1717147245	0	171	171	170
Fri May 31 14:50:40 2024	1717147240	0	172	172	164
Fri May 31 14:50:39 2024	1717147239	0	172	172	134
Fri May 31 14:50:45 2024	1717147245	0	173	173	172
Fri May 31 14:50:42 2024	1717147242	0	173	173	172
Fri May 31 14:50:42 2024	1717147242	0	174	174	173
Fri May 31 14:50:40 2024	1717147240	0	174	174	174
Fri May 31 14:50:45 2024	1717147245	0	175	175	174
Fri May 31 14:50:44 2024	1717147244	0	175	175	174
Fri May 31 14:50:45 2024	1717147245	0	175	175	174
Fri May 31 14:50:46 2024	1717147246	0	175	175	174
Fri May 31 14:50:41 2024	1717147241	0	175	175	175
Fri May 31 14:50:42 2024	1717147242	0	175	175	175
Fri May 31 14:50:43 2024	1717147243	0	175	175	175
Fri May 31 14:50:40 2024	1717147240	0	176	176	176
Fri May 31 14:50:41 2024	1717147241	0	176	176	175
Fri May 31 14:50:46 2024	1717147246	0	176	176	176
Fri May 31 14:50:41 2024	1717147241	0	176	176	176
Fri May 31 14:50:45 2024	1717147245	0	177	177	176
Fri May 31 14:50:44 2024	1717147244	0	177	178	176
Fri May 31 14:50:45 2024	1717147245	0	178	178	177
Fri May 31 14:50:46 2024	1717147246	0	178	178	178
Fri May 31 14:50:39 2024	1717147239	0	178	179	178
Fri May 31 14:50:39 2024	1717147239	0	179	179	178
Fri May 31 14:50:47 2024	1717147247	0	179	179	179
Fri May 31 14:50:41 2024	1717147241	0	179	179	137
Fri May 31 14:50:44 2024	1717147244	0	180	180	180
Fri May 31 14:50:44 2024	1717147244	0	180	180	180
Fri May 31 14:50:40 2024	1717147240	0	180	180	180
Fri May 31 14:50:45 2024	1717147245	0	181	181	180
Fri May 31 14:50:45 2024	1717147245	0	181	181	180
Fri May 31 14:50:43 2024	1717147243	0	182	182	181
Fri May 31 14:50:40 2024	1717147240	0	182	182	179
Fri May 31 14:50:44 2024	1717147244	0	182	182	182
Fri May 31 14:50:47 2024	1717147247	0	182	182	182
Fri May 31 14:50:41 2024	1717147241	0	182	182	170
Fri May 31 14:50:42 2024	1717147242	0	182	182	182
Fri May 31 14:50:46 2024	1717147246	0	182	183	182
Fri May 31 14:50:45 2024	1717147245	0	183	183	177
Fri May 31 14:50:46 2024	1717147246	0	184	184	166
Fri May 31 14:50:44 2024	1717147244	0	184	184	184
Fri May 31 14:50:42 2024	1717147242	0	185	185	184
Fri May 31 14:50:44 2024	1717147244	0	185	185	185
Fri May 31 14:50:42 2024	1717147242	0	185	185	185
Fri May 31 14:50:42 2024	1717147242	0	185	185	185
Fri May 31 14:50:42 2024	1717147242	0	186	186	185
Fri May 31 14:50:44 2024	1717147244	0	186	186	185
Fri May 31 14:50:42 2024	1717147242	0	186	186	186
Fri May 31 14:50:43 2024	1717147243	0	186	186	186
Fri May 31 14:50:44 2024	1717147244	0	186	186	186
Fri May 31 14:50:41 2024	1717147241	0	187	187	142
Fri May 31 14:50:40 2024	1717147240	0	187	187	187
Fri May 31 14:50:41 2024	1717147241	0	187	187	127
Fri May 31 14:50:39 2024	1717147239	0	188	188	187
Fri May 31 14:50:45 2024	1717147245	0	188	188	188
Fri May 31 14:50:46 2024	1717147246	0	188	188	187
Fri May 31 14:50:44 2024	1717147244	0	188	188	188
Fri May 31 14:50:46 2024	1717147246	0	189	189	188
Fri May 31 14:50:40 2024	1717147240	0	189	189	188
Fri May 31 14:50:43 2024	1717147243	0	190	190	190
Fri May 31 14:50:40 2024	1717147240	0	191	191	191
Fri May 31 14:50:40 2024	1717147240	0	191	191	149
Fri May 31 14:50:40 2024	1717147240	0	191	191	191
Fri May 31 14:50:47 2024	1717147247	0	191	191	86
Fri May 31 14:50:42 2024	1717147242	0	192	192	191
Fri May 31 14:50:47 2024	1717147247	0	192	192	133
Fri May 31 14:50:42 2024	1717147242	0	192	192	192
Fri May 31 14:50:41 2024	1717147241	0	192	192	192
Fri May 31 14:50:41 2024	1717147241	0	192	192	192
Fri May 31 14:50:46 2024	1717147246	0	193	193	116
Fri May 31 14:50:40 2024	1717147240	0	193	193	193
Fri May 31 14:50:46 2024	1717147246	0	193	193	174
Fri May 31 14:50:44 2024	1717147244	0	193	193	192
Fri May 31 14:50:47 2024	1717147247	0	193	193	192
Fri May 31 14:50:42 2024	1717147242	0	193	193	193
Fri May 31 14:50:45 2024	1717147245	0	194	194	193
Fri May 31 14:50:45 2024	1717147245	0	194	194	194
Fri May 31 14:50:40 2024	1717147240	0	195	195	195
Fri May 31 14:50:47 2024	1717147247	0	196	196	157
Fri May 31 14:50:43 2024	1717147243	0	196	196	195
Fri May 31 14:50:42 2024	1717147242	0	196	196	195
Fri May 31 14:50:44 2024	1717147244	0	197	197	197
Fri May 31 14:50:45 2024	1717147245	0	197	197	197
Fri May 31 14:50:47 2024	1717147247	0	198	198	197
Fri May 31 14:50:44 2024	1717147244	0	198	198	197
Fri May 31 14:50:42 2024	1717147242	0	198	198	197
Fri May 31 14:50:46 2024	1717147246	0	200	200	193
Fri May 31 14:50:42 2024	1717147242	0	201	201	201
Fri May 31 14:50:45 2024	1717147245	0	201	201	201
Fri May 31 14:50:40 2024	1717147240	0	201	201	200
Fri May 31 14:50:46 2024	1717147246	0	201	201	201
Fri May 31 14:50:44 2024	1717147244	0	202	202	165
Fri May 31 14:50:43 2024	1717147243	0	202	202	202
Fri May 31 14:50:39 2024	1717147239	0	203	203	151
Fri May 31 14:50:41 2024	1717147241	0	204	204	203
Fri May 31 14:50:45 2024	1717147245	0	204	204	203
Fri May 31 14:50:39 2024	1717147239	0	204	204	204
Fri May 31 14:50:47 2024	1717147247	0	204	204	203
Fri May 31 14:50:42 2024	1717147242	0	204	204	204
Fri May 31 14:50:47 2024	1717147247	0	204	204	105
Fri May 31 14:50:40 2024	1717147240	0	205	205	204
Fri May 31 14:50:46 2024	1717147246	0	205	205	205
Fri May 31 14:50:45 2024	1717147245	0	205	205	204
Fri May 31 14:50:43 2024	1717147243	0	205	205	205
Fri May 31 14:50:42 2024	1717147242	0	207	207	206
Fri May 31 14:50:39 2024	1717147239	1	206	207	205
Fri May 31 14:50:39 2024	1717147239	1	206	207	166
Fri May 31 14:50:39 2024	1717147239	0	208	208	207
Fri May 31 14:50:41 2024	1717147241	0	208	208	166
Fri May 31 14:50:39 2024	1717147239	1	207	208	195
Fri May 31 14:50:39 2024	1717147239	2	207	209	167
Fri May 31 14:50:39 2024	1717147239	2	207	209	190
Fri May 31 14:50:42 2024	1717147242	0	209	209	209
Fri May 31 14:50:46 2024	1717147246	0	209	209	209
Fri May 31 14:50:39 2024	1717147239	2	208	209	197
Fri May 31 14:50:39 2024	1717147239	2	207	210	191
Fri May 31 14:50:39 2024	1717147239	2	208	210	200
Fri May 31 14:50:44 2024	1717147244	0	210	210	210
Fri May 31 14:50:39 2024	1717147239	1	209	210	209
Fri May 31 14:50:47 2024	1717147247	0	210	210	210
Fri May 31 14:50:43 2024	1717147243	0	210	210	209
Fri May 31 14:50:43 2024	1717147243	0	211	211	210
Fri May 31 14:50:45 2024	1717147245	0	211	211	194
Fri May 31 14:50:43 2024	1717147243	0	211	211	211
Fri May 31 14:50:40 2024	1717147240	0	211	211	166
Fri May 31 14:50:39 2024	1717147239	1	210	212	210
Fri May 31 14:50:41 2024	1717147241	0	212	212	212
Fri May 31 14:50:41 2024	1717147241	0	212	212	212
Fri May 31 14:50:46 2024	1717147246	0	212	212	212
Fri May 31 14:50:41 2024	1717147241	0	213	213	209
Fri May 31 14:50:41 2024	1717147241	0	213	213	169
Fri May 31 14:50:43 2024	1717147243	0	213	213	213
Fri May 31 14:50:44 2024	1717147244	0	214	214	206
Fri May 31 14:50:43 2024	1717147243	0	214	214	214
Fri May 31 14:50:39 2024	1717147239	2	213	215	213
Fri May 31 14:50:42 2024	1717147242	0	216	216	215
Fri May 31 14:50:41 2024	1717147241	0	216	216	216
Fri May 31 14:50:42 2024	1717147242	0	217	217	216
Fri May 31 14:50:41 2024	1717147241	0	217	217	217
Fri May 31 14:50:47 2024	1717147247	1	216	217	216
Fri May 31 14:50:42 2024	1717147242	0	217	218	217
Fri May 31 14:50:45 2024	1717147245	0	218	218	218
Fri May 31 14:50:40 2024	1717147240	0	218	218	181
Fri May 31 14:50:39 2024	1717147239	2	216	219	216
Fri May 31 14:50:39 2024	1717147239	1	218	219	218
Fri May 31 14:50:47 2024	1717147247	0	220	220	219
Fri May 31 14:50:47 2024	1717147247	0	220	220	219
Fri May 31 14:50:46 2024	1717147246	0	220	220	220
Fri May 31 14:50:42 2024	1717147242	0	221	221	218
Fri May 31 14:50:42 2024	1717147242	0	221	221	220
Fri May 31 14:50:42 2024	1717147242	0	222	222	221
Fri May 31 14:50:44 2024	1717147244	0	222	222	221
Fri May 31 14:50:44 2024	1717147244	0	222	223	222
Fri May 31 14:50:44 2024	1717147244	0	222	223	222
Fri May 31 14:50:45 2024	1717147245	0	223	223	222
Fri May 31 14:50:46 2024	1717147246	0	223	223	222
Fri May 31 14:50:45 2024	1717147245	0	223	223	223
Fri May 31 14:50:46 2024	1717147246	0	224	224	96
Fri May 31 14:50:44 2024	1717147244	0	224	224	223
Fri May 31 14:50:41 2024	1717147241	0	224	224	224
Fri May 31 14:50:43 2024	1717147243	0	224	224	224
Fri May 31 14:50:44 2024	1717147244	0	224	225	224
Fri May 31 14:50:44 2024	1717147244	0	225	225	224
Fri May 31 14:50:39 2024	1717147239	2	224	225	223
Fri May 31 14:50:45 2024	1717147245	0	225	225	225
Fri May 31 14:50:39 2024	1717147239	2	224	225	223
Fri May 31 14:50:40 2024	1717147240	0	226	226	226
Fri May 31 14:50:44 2024	1717147244	0	227	227	226
Fri May 31 14:50:43 2024	1717147243	0	227	227	187
Fri May 31 14:50:44 2024	1717147244	0	227	227	227
Fri May 31 14:50:45 2024	1717147245	0	227	227	227
Fri May 31 14:50:44 2024	1717147244	0	228	228	227
Fri May 31 14:50:40 2024	1717147240	0	228	228	228
Fri May 31 14:50:40 2024	1717147240	0	228	228	179
Fri May 31 14:50:40 2024	1717147240	0	230	230	229
Fri May 31 14:50:44 2024	1717147244	0	230	230	229
Fri May 31 14:50:47 2024	1717147247	0	230	230	230
Fri May 31 14:50:45 2024	1717147245	0	230	230	193
Fri May 31 14:50:47 2024	1717147247	1	229	230	229
Fri May 31 14:50:44 2024	1717147244	0	231	231	230
Fri May 31 14:50:40 2024	1717147240	0	231	231	186
Fri May 31 14:50:42 2024	1717147242	0	231	231	230
Fri May 31 14:50:45 2024	1717147245	0	232	232	231
Fri May 31 14:50:47 2024	1717147247	0	232	232	232
Fri May 31 14:50:44 2024	1717147244	0	232	232	232
Fri May 31 14:50:45 2024	1717147245	0	233	233	225
Fri May 31 14:50:41 2024	1717147241	0	233	233	233
Fri May 31 14:50:44 2024	1717147244	0	233	233	233
Fri May 31 14:50:46 2024	1717147246	0	233	233	233
Fri May 31 14:50:45 2024	1717147245	0	234	234	233
Fri May 31 14:50:45 2024	1717147245	0	234	234	234
Fri May 31 14:50:45 2024	1717147245	0	235	235	234
Fri May 31 14:50:39 2024	1717147239	2	233	235	232
Fri May 31 14:50:47 2024	1717147247	0	235	235	178
Fri May 31 14:50:45 2024	1717147245	0	235	236	235
Fri May 31 14:50:40 2024	1717147240	0	236	236	235
Fri May 31 14:50:47 2024	1717147247	0	236	236	236
Fri May 31 14:50:43 2024	1717147243	0	237	237	235
Fri May 31 14:50:46 2024	1717147246	0	237	237	236
Fri May 31 14:50:45 2024	1717147245	0	237	237	236
Fri May 31 14:50:44 2024	1717147244	0	237	237	230
Fri May 31 14:50:39 2024	1717147239	2	236	238	234
Fri May 31 14:50:46 2024	1717147246	0	238	238	237
Fri May 31 14:50:46 2024	1717147246	0	238	238	210
Fri May 31 14:50:44 2024	1717147244	0	238	238	235
Fri May 31 14:50:46 2024	1717147246	0	238	238	238
Fri May 31 14:50:40 2024	1717147240	0	239	239	238
Fri May 31 14:50:46 2024	1717147246	0	239	239	203
Fri May 31 14:50:45 2024	1717147245	0	239	239	239
Fri May 31 14:50:42 2024	1717147242	0	239	239	239
Fri May 31 14:50:46 2024	1717147246	0	240	240	239
Fri May 31 14:50:46 2024	1717147246	0	240	240	239
Fri May 31 14:50:47 2024	1717147247	0	241	241	240
Fri May 31 14:50:39 2024	1717147239	1	239	241	239
Fri May 31 14:50:47 2024	1717147247	0	241	241	239
Fri May 31 14:50:44 2024	1717147244	0	241	241	241
Fri May 31 14:50:45 2024	1717147245	0	241	241	241
Fri May 31 14:50:47 2024	1717147247	0	242	242	241
Fri May 31 14:50:42 2024	1717147242	0	244	244	243
Fri May 31 14:50:42 2024	1717147242	0	244	244	243
Fri May 31 14:50:46 2024	1717147246	0	244	244	188
Fri May 31 14:50:42 2024	1717147242	0	244	244	244
Fri May 31 14:50:45 2024	1717147245	0	244	244	209
Fri May 31 14:50:47 2024	1717147247	0	244	244	221
Fri May 31 14:50:39 2024	1717147239	2	243	245	243
Fri May 31 14:50:39 2024	1717147239	3	243	246	242
Fri May 31 14:50:44 2024	1717147244	0	246	246	245
Fri May 31 14:50:45 2024	1717147245	0	246	246	245
Fri May 31 14:50:44 2024	1717147244	0	246	246	245
Fri May 31 14:50:44 2024	1717147244	0	246	246	245
Fri May 31 14:50:39 2024	1717147239	1	245	246	244
Fri May 31 14:50:45 2024	1717147245	0	247	247	247
Fri May 31 14:50:39 2024	1717147239	0	248	248	248
Fri May 31 14:50:47 2024	1717147247	0	249	249	249
Fri May 31 14:50:45 2024	1717147245	0	249	249	249
Fri May 31 14:50:42 2024	1717147242	0	249	249	249
Fri May 31 14:50:47 2024	1717147247	0	250	250	249
Fri May 31 14:50:42 2024	1717147242	0	250	250	250
Fri May 31 14:50:47 2024	1717147247	0	251	251	213
Fri May 31 14:50:44 2024	1717147244	0	251	251	250
Fri May 31 14:50:44 2024	1717147244	0	251	251	251
Fri May 31 14:50:42 2024	1717147242	0	252	252	251
Fri May 31 14:50:46 2024	1717147246	0	252	252	251
Fri May 31 14:50:41 2024	1717147241	0	252	252	252
Fri May 31 14:50:45 2024	1717147245	0	252	253	252
Fri May 31 14:50:44 2024	1717147244	0	252	253	252
Fri May 31 14:50:42 2024	1717147242	0	253	253	165
Fri May 31 14:50:39 2024	1717147239	0	253	253	252
Fri May 31 14:50:46 2024	1717147246	0	253	253	253
Fri May 31 14:50:43 2024	1717147243	0	253	253	253
Fri May 31 14:50:42 2024	1717147242	0	253	254	253
Fri May 31 14:50:40 2024	1717147240	0	254	254	253
Fri May 31 14:50:47 2024	1717147247	1	253	254	253
Fri May 31 14:50:42 2024	1717147242	0	254	254	254
Fri May 31 14:50:39 2024	1717147239	0	255	255	254
Fri May 31 14:50:44 2024	1717147244	0	255	255	255
Fri May 31 14:50:47 2024	1717147247	0	255	255	255
Fri May 31 14:50:40 2024	1717147240	0	255	255	255
Fri May 31 14:50:47 2024	1717147247	1	255	256	254
Fri May 31 14:50:41 2024	1717147241	0	256	256	255
Fri May 31 14:50:44 2024	1717147244	0	256	256	255
Fri May 31 14:50:42 2024	1717147242	0	256	256	255
Fri May 31 14:50:46 2024	1717147246	0	256	256	162
Fri May 31 14:50:39 2024	1717147239	2	254	257	165
Fri May 31 14:50:47 2024	1717147247	0	257	257	256
Fri May 31 14:50:40 2024	1717147240	0	257	257	256
Fri May 31 14:50:47 2024	1717147247	1	256	257	255
Fri May 31 14:50:47 2024	1717147247	1	256	257	256
Fri May 31 14:50:39 2024	1717147239	2	257	259	256
Fri May 31 14:50:46 2024	1717147246	0	259	259	258
Fri May 31 14:50:45 2024	1717147245	0	260	260	259
Fri May 31 14:50:43 2024	1717147243	0	260	260	259
Fri May 31 14:50:47 2024	1717147247	0	260	260	204
Fri May 31 14:50:47 2024	1717147247	0	260	261	260
Fri May 31 14:50:47 2024	1717147247	0	261	261	230
Fri May 31 14:50:45 2024	1717147245	0	261	261	260
Fri May 31 14:50:47 2024	1717147247	0	262	262	227
Fri May 31 14:50:43 2024	1717147243	0	263	263	263
Fri May 31 14:50:40 2024	1717147240	0	263	263	255
Fri May 31 14:50:40 2024	1717147240	0	263	263	263
Fri May 31 14:50:47 2024	1717147247	0	264	264	264
Fri May 31 14:50:44 2024	1717147244	0	264	264	262
Fri May 31 14:50:47 2024	1717147247	0	264	265	264
Fri May 31 14:50:47 2024	1717147247	1	264	265	263
Fri May 31 14:50:45 2024	1717147245	0	265	265	265
Fri May 31 14:50:44 2024	1717147244	0	266	266	265
Fri May 31 14:50:42 2024	1717147242	0	266	266	265
Fri May 31 14:50:44 2024	1717147244	0	266	266	266
Fri May 31 14:50:45 2024	1717147245	0	266	266	266
Fri May 31 14:50:39 2024	1717147239	2	264	266	264
Fri May 31 14:50:41 2024	1717147241	0	267	267	266
Fri May 31 14:50:41 2024	1717147241	1	267	268	267
Fri May 31 14:50:44 2024	1717147244	0	268	268	267
Fri May 31 14:50:46 2024	1717147246	0	268	269	223
Fri May 31 14:50:45 2024	1717147245	0	269	269	268
Fri May 31 14:50:47 2024	1717147247	0	270	270	269
Fri May 31 14:50:44 2024	1717147244	0	270	270	270
Fri May 31 14:50:42 2024	1717147242	0	271	271	270
Fri May 31 14:50:42 2024	1717147242	0	271	271	270
Fri May 31 14:50:40 2024	1717147240	0	271	271	259
Fri May 31 14:50:44 2024	1717147244	0	271	271	271
Fri May 31 14:50:39 2024	1717147239	0	271	271	271
Fri May 31 14:50:46 2024	1717147246	0	271	271	271
Fri May 31 14:50:43 2024	1717147243	0	271	271	271
Fri May 31 14:50:45 2024	1717147245	0	272	272	271
Fri May 31 14:50:46 2024	1717147246	0	272	272	271
Fri May 31 14:50:41 2024	1717147241	0	272	272	272
Fri May 31 14:50:47 2024	1717147247	1	271	272	271
Fri May 31 14:50:44 2024	1717147244	0	272	272	272
Fri May 31 14:50:42 2024	1717147242	0	273	273	272
Fri May 31 14:50:45 2024	1717147245	0	273	273	272
Fri May 31 14:50:43 2024	1717147243	0	274	274	217
Fri May 31 14:50:43 2024	1717147243	0	274	274	273
Fri May 31 14:50:44 2024	1717147244	0	274	274	272
Fri May 31 14:50:45 2024	1717147245	0	274	274	273
Fri May 31 14:50:39 2024	1717147239	3	272	274	271
Fri May 31 14:50:41 2024	1717147241	0	275	275	68
Fri May 31 14:50:45 2024	1717147245	0	275	275	275
Fri May 31 14:50:42 2024	1717147242	0	275	275	274
Fri May 31 14:50:47 2024	1717147247	0	275	275	256
Fri May 31 14:50:44 2024	1717147244	0	275	275	275
Fri May 31 14:50:45 2024	1717147245	0	275	275	275
Fri May 31 14:50:46 2024	1717147246	0	276	276	262
Fri May 31 14:50:47 2024	1717147247	0	277	277	253
Fri May 31 14:50:44 2024	1717147244	0	277	277	276
Fri May 31 14:50:41 2024	1717147241	0	278	278	277
Fri May 31 14:50:44 2024	1717147244	0	278	278	272
Fri May 31 14:50:47 2024	1717147247	1	277	278	277
Fri May 31 14:50:45 2024	1717147245	0	278	278	278
Fri May 31 14:50:42 2024	1717147242	0	278	278	278
Fri May 31 14:50:43 2024	1717147243	0	279	279	225
Fri May 31 14:50:42 2024	1717147242	0	279	279	279
Fri May 31 14:50:47 2024	1717147247	0	279	279	279
Fri May 31 14:50:40 2024	1717147240	0	280	280	278
Fri May 31 14:50:44 2024	1717147244	0	280	280	279
Fri May 31 14:50:40 2024	1717147240	0	280	280	279
Fri May 31 14:50:42 2024	1717147242	0	280	280	280
Fri May 31 14:50:45 2024	1717147245	0	281	281	280
Fri May 31 14:50:39 2024	1717147239	0	281	281	280
Fri May 31 14:50:40 2024	1717147240	0	281	281	281
Fri May 31 14:50:40 2024	1717147240	0	281	281	281
Fri May 31 14:50:47 2024	1717147247	1	280	281	280
Fri May 31 14:50:42 2024	1717147242	0	281	282	281
Fri May 31 14:50:42 2024	1717147242	0	282	282	282
Fri May 31 14:50:40 2024	1717147240	0	282	282	282
Fri May 31 14:50:44 2024	1717147244	0	282	282	282
Fri May 31 14:50:40 2024	1717147240	0	283	283	75
Fri May 31 14:50:47 2024	1717147247	0	283	283	283
Fri May 31 14:50:46 2024	1717147246	0	284	284	283
Fri May 31 14:50:39 2024	1717147239	0	285	285	284
Fri May 31 14:50:43 2024	1717147243	0	285	285	284
Fri May 31 14:50:43 2024	1717147243	0	285	285	285
Fri May 31 14:50:47 2024	1717147247	0	285	285	284
Fri May 31 14:50:44 2024	1717147244	0	285	285	285
Fri May 31 14:50:44 2024	1717147244	0	286	286	285
Fri May 31 14:50:39 2024	1717147239	1	285	286	229
Fri May 31 14:50:42 2024	1717147242	0	287	287	286
Fri May 31 14:50:44 2024	1717147244	0	287	287	287
Fri May 31 14:50:39 2024	1717147239	2	286	287	285
Fri May 31 14:50:40 2024	1717147240	0	288	288	288
Fri May 31 14:50:40 2024	1717147240	0	288	288	288
Fri May 31 14:50:40 2024	1717147240	0	288	288	288
Fri May 31 14:50:40 2024	1717147240	0	288	288	288
Fri May 31 14:50:39 2024	1717147239	1	287	288	286
Fri May 31 14:50:45 2024	1717147245	0	289	289	288
Fri May 31 14:50:47 2024	1717147247	0	289	289	288
Fri May 31 14:50:44 2024	1717147244	0	289	289	288
Fri May 31 14:50:46 2024	1717147246	0	289	289	288
Fri May 31 14:50:44 2024	1717147244	0	289	289	287
Fri May 31 14:50:46 2024	1717147246	0	289	289	289
Fri May 31 14:50:39 2024	1717147239	1	289	290	288
Fri May 31 14:50:45 2024	1717147245	0	290	290	287
Fri May 31 14:50:47 2024	1717147247	0	291	291	192
Fri May 31 14:50:45 2024	1717147245	0	291	291	231
Fri May 31 14:50:39 2024	1717147239	2	289	291	289
Fri May 31 14:50:44 2024	1717147244	0	292	292	290
Fri May 31 14:50:47 2024	1717147247	0	292	292	292
Fri May 31 14:50:47 2024	1717147247	0	292	292	292
Fri May 31 14:50:45 2024	1717147245	0	292	292	292
Fri May 31 14:50:44 2024	1717147244	0	294	294	293
Fri May 31 14:50:41 2024	1717147241	0	294	294	294
Fri May 31 14:50:45 2024	1717147245	0	294	294	293
Fri May 31 14:50:40 2024	1717147240	0	294	294	294
Fri May 31 14:50:47 2024	1717147247	0	295	295	294
Fri May 31 14:50:47 2024	1717147247	0	295	295	294
Fri May 31 14:50:44 2024	1717147244	0	295	295	292
Fri May 31 14:50:45 2024	1717147245	0	295	295	295
Fri May 31 14:50:45 2024	1717147245	0	296	296	295
Fri May 31 14:50:42 2024	1717147242	0	296	296	295
Fri May 31 14:50:40 2024	1717147240	0	297	297	296
Fri May 31 14:50:42 2024	1717147242	0	297	297	296
Fri May 31 14:50:45 2024	1717147245	0	297	297	296
Fri May 31 14:50:47 2024	1717147247	0	297	297	297
Fri May 31 14:50:44 2024	1717147244	0	297	297	297
Fri May 31 14:50:46 2024	1717147246	0	298	298	210
Fri May 31 14:50:42 2024	1717147242	0	299	299	298
Fri May 31 14:50:43 2024	1717147243	0	299	299	298
Fri May 31 14:50:45 2024	1717147245	0	299	299	298
Fri May 31 14:50:41 2024	1717147241	0	299	299	298
Fri May 31 14:50:40 2024	1717147240	0	299	299	298
Fri May 31 14:50:45 2024	1717147245	0	299	299	298
Fri May 31 14:50:40 2024	1717147240	0	299	299	299
Fri May 31 14:50:40 2024	1717147240	0	299	299	299
Fri May 31 14:50:44 2024	1717147244	0	299	299	299
Fri May 31 14:50:42 2024	1717147242	0	300	300	299
Fri May 31 14:50:43 2024	1717147243	0	300	300	299
Fri May 31 14:50:44 2024	1717147244	0	300	300	299
Fri May 31 14:50:40 2024	1717147240	0	300	300	300
Fri May 31 14:50:46 2024	1717147246	0	300	300	169
Fri May 31 14:50:39 2024	1717147239	2	299	300	298
Fri May 31 14:50:39 2024	1717147239	2	298	301	298
Fri May 31 14:50:46 2024	1717147246	0	301	301	270
Fri May 31 14:50:44 2024	1717147244	0	301	301	288
Fri May 31 14:50:47 2024	1717147247	0	301	301	244
Fri May 31 14:50:46 2024	1717147246	0	301	301	243
Fri May 31 14:50:47 2024	1717147247	0	301	301	133
Fri May 31 14:50:47 2024	1717147247	0	301	301	301
Fri May 31 14:50:44 2024	1717147244	0	302	302	273
Fri May 31 14:50:46 2024	1717147246	0	302	302	251
Fri May 31 14:50:45 2024	1717147245	0	302	302	302
Fri May 31 14:50:45 2024	1717147245	0	303	303	302
Fri May 31 14:50:45 2024	1717147245	0	303	303	303
Fri May 31 14:50:39 2024	1717147239	0	304	304	304
Fri May 31 14:50:39 2024	1717147239	2	303	304	302
Fri May 31 14:50:42 2024	1717147242	0	304	304	304
Fri May 31 14:50:47 2024	1717147247	0	304	304	304
Fri May 31 14:50:42 2024	1717147242	0	305	305	305
Fri May 31 14:50:46 2024	1717147246	0	306	306	305
Fri May 31 14:50:46 2024	1717147246	0	306	306	306
Fri May 31 14:50:47 2024	1717147247	0	306	306	306
Fri May 31 14:50:39 2024	1717147239	0	307	307	306
Fri May 31 14:50:42 2024	1717147242	0	307	307	307
Fri May 31 14:50:45 2024	1717147245	0	307	307	307
Fri May 31 14:50:47 2024	1717147247	0	308	308	307
Fri May 31 14:50:45 2024	1717147245	0	308	308	307
Fri May 31 14:50:42 2024	1717147242	0	308	308	308
Fri May 31 14:50:45 2024	1717147245	0	308	308	308
Fri May 31 14:50:42 2024	1717147242	0	308	309	308
Fri May 31 14:50:46 2024	1717147246	0	309	309	308
Fri May 31 14:50:39 2024	1717147239	2	307	309	285
Fri May 31 14:50:47 2024	1717147247	0	309	309	309
Fri May 31 14:50:43 2024	1717147243	0	310	310	309
Fri May 31 14:50:46 2024	1717147246	0	310	310	310
Fri May 31 14:50:46 2024	1717147246	0	310	310	310
Fri May 31 14:50:44 2024	1717147244	0	311	311	309
Fri May 31 14:50:45 2024	1717147245	0	311	311	311
Fri May 31 14:50:44 2024	1717147244	0	312	312	311
