starttime	seconds	ctime	dtime	ttime	wait
Fri May 31 14:48:50 2024	1717147130	0	765	765	765
Fri May 31 14:48:45 2024	1717147125	0	766	766	325
Fri May 31 14:48:51 2024	1717147131	0	767	767	766
Fri May 31 14:48:49 2024	1717147129	0	767	767	767
Fri May 31 14:48:49 2024	1717147129	0	767	767	767
Fri May 31 14:48:52 2024	1717147132	0	767	767	767
Fri May 31 14:48:45 2024	1717147125	0	768	768	768
Fri May 31 14:48:45 2024	1717147125	0	768	768	768
Fri May 31 14:48:48 2024	1717147128	0	769	769	767
Fri May 31 14:48:46 2024	1717147126	0	769	769	768
Fri May 31 14:48:49 2024	1717147129	0	770	770	769
Fri May 31 14:48:47 2024	1717147127	0	770	770	769
Fri May 31 14:48:46 2024	1717147126	0	772	772	772
Fri May 31 14:48:48 2024	1717147128	0	773	773	485
Fri May 31 14:48:51 2024	1717147131	0	774	774	773
Fri May 31 14:48:51 2024	1717147131	0	774	774	774
Fri May 31 14:48:50 2024	1717147130	0	775	775	774
Fri May 31 14:48:52 2024	1717147132	0	775	775	775
Fri May 31 14:48:50 2024	1717147130	0	775	775	775
Fri May 31 14:48:47 2024	1717147127	0	778	778	778
Fri May 31 14:48:47 2024	1717147127	0	778	778	778
Fri May 31 14:48:52 2024	1717147132	0	778	779	778
Fri May 31 14:48:50 2024	1717147130	0	780	780	779
Fri May 31 14:48:46 2024	1717147126	0	781	781	472
Fri May 31 14:48:46 2024	1717147126	0	781	781	709
Fri May 31 14:48:52 2024	1717147132	0	782	782	781
Fri May 31 14:48:52 2024	1717147132	0	784	784	778
Fri May 31 14:48:50 2024	1717147130	0	786	786	786
Fri May 31 14:48:47 2024	1717147127	0	786	786	786
Fri May 31 14:48:50 2024	1717147130	0	788	788	788
Fri May 31 14:48:49 2024	1717147129	0	789	789	788
Fri May 31 14:48:44 2024	1717147124	0	790	790	584
Fri May 31 14:48:51 2024	1717147131	0	790	790	790
Fri May 31 14:48:45 2024	1717147125	0	792	792	791
Fri May 31 14:48:48 2024	1717147128	0	796	796	796
Fri May 31 14:48:48 2024	1717147128	0	797	797	796
Fri May 31 14:48:51 2024	1717147131	0	797	797	797
Fri May 31 14:48:47 2024	1717147127	0	799	799	798
Fri May 31 14:48:49 2024	1717147129	0	799	799	799
Fri May 31 14:48:45 2024	1717147125	0	800	800	799
Fri May 31 14:48:52 2024	1717147132	0	800	800	800
Fri May 31 14:48:48 2024	1717147128	0	803	803	760
Fri May 31 14:48:51 2024	1717147131	0	803	803	803
Fri May 31 14:48:51 2024	1717147131	0	804	804	803
Fri May 31 14:48:51 2024	1717147131	0	804	804	803
Fri May 31 14:48:49 2024	1717147129	0	805	805	805
Fri May 31 14:48:48 2024	1717147128	0	806	806	805
Fri May 31 14:48:44 2024	1717147124	2	806	808	806
Fri May 31 14:48:44 2024	1717147124	0	811	811	810
Fri May 31 14:48:45 2024	1717147125	0	811	811	810
Fri May 31 14:48:48 2024	1717147128	0	812	812	803
Fri May 31 14:48:44 2024	1717147124	2	810	812	809
Fri May 31 14:48:45 2024	1717147125	0	812	812	809
