starttime	seconds	ctime	dtime	ttime	wait
Fri May 31 14:48:45 2024	1717147125	0	813	813	812
Fri May 31 14:48:48 2024	1717147128	0	813	813	812
Fri May 31 14:48:52 2024	1717147132	0	814	814	814
Fri May 31 14:48:47 2024	1717147127	0	815	815	814
Fri May 31 14:48:52 2024	1717147132	0	815	815	815
Fri May 31 14:48:48 2024	1717147128	0	816	816	815
Fri May 31 14:48:44 2024	1717147124	2	814	816	814
Fri May 31 14:48:52 2024	1717147132	0	817	817	817
Fri May 31 14:48:44 2024	1717147124	2	815	817	815
Fri May 31 14:48:51 2024	1717147131	0	818	818	816
Fri May 31 14:48:44 2024	1717147124	2	818	820	818
Fri May 31 14:48:52 2024	1717147132	0	820	820	819
Fri May 31 14:48:46 2024	1717147126	0	821	821	815
Fri May 31 14:48:52 2024	1717147132	0	821	821	820
Fri May 31 14:48:50 2024	1717147130	0	821	821	820
Fri May 31 14:48:51 2024	1717147131	0	821	821	821
Fri May 31 14:48:52 2024	1717147132	0	822	822	821
Fri May 31 14:48:52 2024	1717147132	0	822	822	822
Fri May 31 14:48:49 2024	1717147129	0	822	822	822
Fri May 31 14:48:49 2024	1717147129	0	823	823	823
Fri May 31 14:48:47 2024	1717147127	0	823	824	823
Fri May 31 14:48:51 2024	1717147131	0	824	825	824
Fri May 31 14:48:45 2024	1717147125	0	825	825	823
Fri May 31 14:48:52 2024	1717147132	0	827	827	827
Fri May 31 14:48:52 2024	1717147132	0	828	828	747
Fri May 31 14:48:44 2024	1717147124	0	828	828	828
Fri May 31 14:48:46 2024	1717147126	0	831	831	830
Fri May 31 14:48:44 2024	1717147124	2	829	831	829
Fri May 31 14:48:51 2024	1717147131	0	832	832	831
Fri May 31 14:48:44 2024	1717147124	1	830	832	830
Fri May 31 14:48:48 2024	1717147128	0	832	832	831
Fri May 31 14:48:52 2024	1717147132	0	832	832	831
Fri May 31 14:48:49 2024	1717147129	0	833	833	832
Fri May 31 14:48:52 2024	1717147132	0	834	834	833
Fri May 31 14:48:51 2024	1717147131	0	834	834	833
Fri May 31 14:48:47 2024	1717147127	0	833	834	833
Fri May 31 14:48:52 2024	1717147132	0	834	834	834
Fri May 31 14:48:52 2024	1717147132	0	834	834	834
Fri May 31 14:48:51 2024	1717147131	0	836	836	834
Fri May 31 14:48:49 2024	1717147129	0	837	837	837
Fri May 31 14:48:52 2024	1717147132	0	837	837	837
Fri May 31 14:48:48 2024	1717147128	0	839	839	839
Fri May 31 14:48:46 2024	1717147126	0	840	840	839
Fri May 31 14:48:48 2024	1717147128	0	840	840	840
Fri May 31 14:48:45 2024	1717147125	0	841	841	687
Fri May 31 14:48:52 2024	1717147132	0	841	841	841
Fri May 31 14:48:49 2024	1717147129	0	842	842	806
Fri May 31 14:48:47 2024	1717147127	0	842	842	765
Fri May 31 14:48:45 2024	1717147125	0	843	843	781
Fri May 31 14:48:52 2024	1717147132	0	844	844	844
Fri May 31 14:48:50 2024	1717147130	0	845	845	827
Fri May 31 14:48:52 2024	1717147132	0	846	846	842
Fri May 31 14:48:51 2024	1717147131	0	846	846	782
Fri May 31 14:48:45 2024	1717147125	0	846	846	799
Fri May 31 14:48:47 2024	1717147127	0	848	848	847
Fri May 31 14:48:52 2024	1717147132	0	849	849	848
Fri May 31 14:48:52 2024	1717147132	0	850	850	850
Fri May 31 14:48:51 2024	1717147131	0	851	851	851
Fri May 31 14:48:50 2024	1717147130	0	853	853	816
Fri May 31 14:48:47 2024	1717147127	0	858	859	858
Fri May 31 14:48:47 2024	1717147127	0	861	861	860
Fri May 31 14:48:50 2024	1717147130	0	862	862	820
Fri May 31 14:48:44 2024	1717147124	2	861	863	860
Fri May 31 14:48:52 2024	1717147132	0	864	864	864
Fri May 31 14:48:48 2024	1717147128	0	865	865	865
Fri May 31 14:48:48 2024	1717147128	0	866	866	865
Fri May 31 14:48:47 2024	1717147127	0	869	869	868
Fri May 31 14:48:51 2024	1717147131	0	872	872	872
Fri May 31 14:48:47 2024	1717147127	0	873	873	782
Fri May 31 14:48:47 2024	1717147127	0	874	874	873
Fri May 31 14:48:49 2024	1717147129	0	874	874	874
Fri May 31 14:48:52 2024	1717147132	0	875	875	874
Fri May 31 14:48:48 2024	1717147128	0	875	875	875
Fri May 31 14:48:52 2024	1717147132	0	875	876	875
Fri May 31 14:48:48 2024	1717147128	0	877	877	877
Fri May 31 14:48:48 2024	1717147128	0	882	882	882
Fri May 31 14:48:48 2024	1717147128	0	883	883	882
Fri May 31 14:48:52 2024	1717147132	0	884	884	884
Fri May 31 14:48:49 2024	1717147129	0	886	886	885
Fri May 31 14:48:47 2024	1717147127	0	887	887	886
Fri May 31 14:48:52 2024	1717147132	0	888	888	888
Fri May 31 14:48:45 2024	1717147125	0	890	891	765
Fri May 31 14:48:44 2024	1717147124	0	894	895	894
Fri May 31 14:48:45 2024	1717147125	0	896	896	896
Fri May 31 14:48:52 2024	1717147132	0	899	899	899
Fri May 31 14:48:47 2024	1717147127	0	900	900	900
Fri May 31 14:48:48 2024	1717147128	0	901	901	900
Fri May 31 14:48:52 2024	1717147132	0	902	902	901
Fri May 31 14:48:45 2024	1717147125	0	902	902	901
Fri May 31 14:48:52 2024	1717147132	0	905	905	905
Fri May 31 14:48:52 2024	1717147132	0	906	906	906
Fri May 31 14:48:52 2024	1717147132	0	907	907	907
Fri May 31 14:48:52 2024	1717147132	0	909	909	908
Fri May 31 14:48:47 2024	1717147127	0	909	909	909
Fri May 31 14:48:47 2024	1717147127	0	911	911	910
Fri May 31 14:48:48 2024	1717147128	0	912	912	911
Fri May 31 14:48:52 2024	1717147132	0	912	912	912
Fri May 31 14:48:48 2024	1717147128	0	913	914	913
Fri May 31 14:48:50 2024	1717147130	0	914	914	914
Fri May 31 14:48:49 2024	1717147129	0	914	914	914
Fri May 31 14:48:46 2024	1717147126	0	917	917	917
Fri May 31 14:48:47 2024	1717147127	0	921	921	921
Fri May 31 14:48:50 2024	1717147130	0	925	925	925
Fri May 31 14:48:51 2024	1717147131	0	926	926	926
Fri May 31 14:48:45 2024	1717147125	0	931	931	787
Fri May 31 14:48:51 2024	1717147131	0	933	933	932
Fri May 31 14:48:47 2024	1717147127	0	934	934	933
Fri May 31 14:48:47 2024	1717147127	0	939	939	939
Fri May 31 14:48:44 2024	1717147124	2	938	940	937
Fri May 31 14:48:49 2024	1717147129	0	944	944	944
Fri May 31 14:48:45 2024	1717147125	0	945	945	824
Fri May 31 14:48:47 2024	1717147127	0	949	949	948
Fri May 31 14:48:52 2024	1717147132	0	952	952	952
Fri May 31 14:48:47 2024	1717147127	0	955	955	942
Fri May 31 14:48:44 2024	1717147124	2	955	957	952
Fri May 31 14:48:49 2024	1717147129	0	962	962	961
Fri May 31 14:48:49 2024	1717147129	0	965	965	965
Fri May 31 14:48:44 2024	1717147124	2	967	969	967
Fri May 31 14:48:52 2024	1717147132	0	973	973	973
Fri May 31 14:48:52 2024	1717147132	0	975	976	975
Fri May 31 14:48:47 2024	1717147127	0	987	987	986
Fri May 31 14:48:44 2024	1717147124	2	991	992	783
Fri May 31 14:48:44 2024	1717147124	1	996	998	789
Fri May 31 14:48:44 2024	1717147124	2	997	998	968
Fri May 31 14:48:47 2024	1717147127	0	1001	1001	1000
Fri May 31 14:48:50 2024	1717147130	0	1002	1002	970
Fri May 31 14:48:50 2024	1717147130	0	1003	1003	982
Fri May 31 14:48:47 2024	1717147127	0	1004	1004	1003
Fri May 31 14:48:50 2024	1717147130	0	1006	1006	966
Fri May 31 14:48:51 2024	1717147131	0	1007	1007	1007
Fri May 31 14:48:50 2024	1717147130	0	1014	1014	1013
Fri May 31 14:48:49 2024	1717147129	0	1015	1015	985
Fri May 31 14:48:52 2024	1717147132	0	1018	1018	1018
Fri May 31 14:48:44 2024	1717147124	2	1017	1019	812
Fri May 31 14:48:48 2024	1717147128	0	1021	1021	1021
Fri May 31 14:48:45 2024	1717147125	0	1027	1027	997
Fri May 31 14:48:49 2024	1717147129	0	1031	1032	1031
Fri May 31 14:48:51 2024	1717147131	0	1036	1036	1035
Fri May 31 14:48:48 2024	1717147128	0	1037	1037	1037
Fri May 31 14:48:49 2024	1717147129	0	1038	1038	1020
Fri May 31 14:48:48 2024	1717147128	0	1042	1042	1041
Fri May 31 14:48:51 2024	1717147131	0	1047	1048	1047
Fri May 31 14:48:49 2024	1717147129	0	1048	1048	1047
Fri May 31 14:48:48 2024	1717147128	0	1049	1049	1049
Fri May 31 14:48:47 2024	1717147127	0	1051	1051	1050
Fri May 31 14:48:47 2024	1717147127	0	1057	1057	1056
Fri May 31 14:48:48 2024	1717147128	0	1060	1060	1059
Fri May 31 14:48:50 2024	1717147130	0	1064	1064	1063
Fri May 31 14:48:51 2024	1717147131	0	1071	1071	866
Fri May 31 14:48:47 2024	1717147127	0	1073	1074	1073
Fri May 31 14:48:44 2024	1717147124	2	1074	1076	1074
Fri May 31 14:48:48 2024	1717147128	0	1079	1079	1078
Fri May 31 14:48:44 2024	1717147124	2	1077	1080	1077
Fri May 31 14:48:51 2024	1717147131	0	1082	1082	1081
Fri May 31 14:48:52 2024	1717147132	0	1091	1091	1091
Fri May 31 14:48:44 2024	1717147124	0	1092	1092	1063
Fri May 31 14:48:49 2024	1717147129	0	1107	1107	1107
Fri May 31 14:48:52 2024	1717147132	0	1109	1109	1109
Fri May 31 14:48:49 2024	1717147129	0	1110	1110	1110
Fri May 31 14:48:47 2024	1717147127	0	1118	1118	1117
Fri May 31 14:48:49 2024	1717147129	0	1142	1142	1141
Fri May 31 14:48:48 2024	1717147128	0	1144	1144	1144
Fri May 31 14:48:48 2024	1717147128	0	1146	1146	1146
Fri May 31 14:48:44 2024	1717147124	2	1147	1148	1146
Fri May 31 14:48:44 2024	1717147124	2	1147	1149	1147
Fri May 31 14:48:44 2024	1717147124	1	1157	1158	1157
Fri May 31 14:48:44 2024	1717147124	2	1159	1160	1158
Fri May 31 14:48:49 2024	1717147129	0	1176	1176	1176
Fri May 31 14:48:47 2024	1717147127	0	1181	1181	1181
Fri May 31 14:48:49 2024	1717147129	0	1183	1183	1183
Fri May 31 14:48:44 2024	1717147124	0	1191	1191	1190
Fri May 31 14:48:51 2024	1717147131	0	1193	1193	1193
Fri May 31 14:48:44 2024	1717147124	0	1217	1217	1217
Fri May 31 14:48:50 2024	1717147130	0	1218	1218	1216
Fri May 31 14:48:49 2024	1717147129	0	1225	1225	1221
Fri May 31 14:48:49 2024	1717147129	0	1240	1240	1239
Fri May 31 14:48:44 2024	1717147124	0	1245	1245	1214
Fri May 31 14:48:51 2024	1717147131	0	1257	1257	1257
Fri May 31 14:48:48 2024	1717147128	0	1262	1262	1261
Fri May 31 14:48:44 2024	1717147124	2	1260	1262	1259
Fri May 31 14:48:44 2024	1717147124	0	1262	1262	1262
Fri May 31 14:48:47 2024	1717147127	0	1264	1264	1264
Fri May 31 14:48:44 2024	1717147124	2	1270	1271	1269
Fri May 31 14:48:48 2024	1717147128	0	1285	1285	1285
Fri May 31 14:48:47 2024	1717147127	0	1290	1290	1290
Fri May 31 14:48:51 2024	1717147131	0	1314	1314	1314
Fri May 31 14:48:47 2024	1717147127	0	1322	1322	1322
Fri May 31 14:48:48 2024	1717147128	0	1326	1326	1326
Fri May 31 14:48:47 2024	1717147127	0	1341	1341	1341
Fri May 31 14:48:45 2024	1717147125	0	1362	1362	1225
Fri May 31 14:48:49 2024	1717147129	0	1377	1377	1342
Fri May 31 14:48:49 2024	1717147129	0	1460	1460	1416
Fri May 31 14:48:47 2024	1717147127	0	1522	1522	1521
Fri May 31 14:48:47 2024	1717147127	0	1558	1558	1492
Fri May 31 14:48:44 2024	1717147124	2	1558	1560	1462
Fri May 31 14:48:44 2024	1717147124	2	1612	1614	1612
Fri May 31 14:48:44 2024	1717147124	1	1890	1891	1777
Fri May 31 14:48:44 2024	1717147124	2	1890	1892	1782
